AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
7441,Boing,11/24/14 14:31,NA,NA,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White
7442,Tikaani,5/7/15 12:36,NA,NA,Dog,Neutered Male,2 years,Siberian Husky/Alaskan Malamute,White
7443,Sparkle,11/18/13 17:54,NA,NA,Dog,Spayed Female,5 months,Pit Bull Mix,White/Black
7444,Disciple,10/25/13 12:53,NA,NA,Dog,Intact Male,10 years,Pit Bull,Black
7445,Rex,3/15/15 17:52,NA,NA,Dog,Intact Male,7 years,Labrador Retriever Mix,Yellow/White
7446,Pink,4/17/14 12:45,NA,NA,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
7447,Terry,1/20/14 17:45,NA,NA,Dog,Spayed Female,10 months,German Shepherd Mix,Brown/Black
7448,NA,3/7/14 14:52,NA,NA,Cat,Intact Female,10 months,Domestic Shorthair Mix,Black
7449,NA,9/17/14 19:00,NA,NA,Dog,Spayed Female,2 years,Chihuahua Shorthair/Pug,Brown Brindle
7450,NA,4/12/14 17:39,NA,NA,Dog,Neutered Male,2 months,Australian Cattle Dog,Tricolor
7451,Arianna,12/2/14 11:09,NA,NA,Dog,Spayed Female,7 years,Dachshund Mix,Black/Tan
7452,Georgia,8/17/14 18:38,NA,NA,Dog,Spayed Female,1 year,Pit Bull Mix,White/Tan
7453,Morris,12/31/13 15:27,NA,NA,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby
7454,Comet,12/19/15 16:48,NA,NA,Dog,Spayed Female,10 months,Australian Cattle Dog Mix,White/Tan
7455,Hercules,11/5/15 15:09,NA,NA,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Blue/White
7456,Raider,1/1/16 16:40,NA,NA,Dog,Neutered Male,14 years,Basset Hound Mix,White/Brown
7457,Big Boy,10/21/15 13:37,NA,NA,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Brown Tabby
7458,Amy,1/10/14 17:43,NA,NA,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
7459,Potato,5/14/14 14:14,NA,NA,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tricolor/White
7460,Bangi,10/21/15 18:16,NA,NA,Dog,Neutered Male,9 months,Pit Bull Mix,Black/White
7461,NA,10/15/13 18:37,NA,NA,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
7462,Stella,5/28/15 19:18,NA,NA,Dog,Spayed Female,1 year,German Shepherd Mix,Tricolor
7463,Emma,1/17/16 18:36,NA,NA,Dog,Spayed Female,8 months,Australian Shepherd Mix,White/Black
7464,Jackson,7/5/14 18:25,NA,NA,Dog,Neutered Male,2 years,Toy Poodle/Miniature Schnauzer,Blue/White
7465,Helena,12/13/15 13:13,NA,NA,Cat,Intact Female,6 years,Domestic Shorthair Mix,Torbie
7466,NA,5/2/14 18:20,NA,NA,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
7467,NA,10/7/14 19:13,NA,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
7468,NA,1/23/15 9:00,NA,NA,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Tortie
7469,Indica,10/30/13 16:23,NA,NA,Dog,Spayed Female,4 months,German Shepherd Mix,Black/Tan
7470,NA,9/4/14 17:06,NA,NA,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie
7471,NA,7/12/15 17:31,NA,NA,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
7472,Taylor,12/8/13 14:58,NA,NA,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
7473,Dixie,2/3/15 14:56,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Blue
7474,NA,5/9/14 15:28,NA,NA,Cat,Intact Male,3 days,Domestic Shorthair Mix,White/Black
7475,Lucy,4/20/15 11:27,NA,NA,Dog,Spayed Female,5 years,Shih Tzu,Black/White
7476,Rebel,5/13/14 19:02,NA,NA,Dog,Neutered Male,8 years,Boxer Mix,Brown/Black
7477,Sadie,12/8/14 17:28,NA,NA,Dog,Spayed Female,8 months,Labrador Retriever Mix,Black/White
7478,Austin,9/23/15 14:37,NA,NA,Dog,Neutered Male,2 years,Australian Shepherd,Red/Tan
7479,NA,3/1/14 13:59,NA,NA,Cat,Unknown,1 year,Domestic Shorthair Mix,Orange Tabby
7480,Jen Parker,10/21/15 13:38,NA,NA,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black
7481,Nicki,12/1/14 17:29,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
7482,Munchkin,8/14/15 12:10,NA,NA,Dog,Intact Female,2 years,Bruss Griffon Mix,Tan
7483,Maggie,9/30/15 14:29,NA,NA,Cat,Spayed Female,14 years,Domestic Medium Hair Mix,Black
7484,Koa,12/8/14 15:54,NA,NA,Dog,Intact Male,6 months,Rottweiler Mix,Black/Orange
7485,Harrison,3/22/14 17:00,NA,NA,Dog,Neutered Male,1 year,Australian Kelpie Mix,Black
7486,Roy,4/8/15 13:19,NA,NA,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red Merle
7487,Lance,10/4/15 18:25,NA,NA,Dog,Neutered Male,2 years,Pit Bull Mix,White/Blue
7488,NA,2/2/16 11:57,NA,NA,Cat,Intact Female,10 years,Domestic Shorthair Mix,Brown Tabby
7489,Dobby,1/23/16 16:08,NA,NA,Dog,Neutered Male,5 months,Dachshund Mix,Red/White
7490,Roscoe,12/23/13 12:18,NA,NA,Dog,Neutered Male,1 year,Pointer Mix,Chocolate/White
7491,Mysterio,1/29/16 13:57,NA,NA,Dog,Neutered Male,11 years,Pit Bull,Tan/White
7492,Lopez,8/9/15 11:52,NA,NA,Dog,Neutered Male,4 years,Australian Cattle Dog Mix,Brown
7493,NA,3/23/14 16:22,NA,NA,Dog,Intact Male,5 months,Pit Bull Mix,White
7494,Velaz,2/21/16 13:33,NA,NA,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black Smoke
7495,Macey,2/27/15 12:21,NA,NA,Dog,Spayed Female,10 months,German Shepherd Mix,Brown/Black
7496,Bently,3/29/14 17:39,NA,NA,Dog,Neutered Male,5 years,Yorkshire Terrier Mix,Cream
7497,Vinnie,9/26/15 18:56,NA,NA,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White
7498,NA,4/27/15 13:36,NA,NA,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
7499,Blackie,12/14/15 16:29,NA,NA,Dog,Neutered Male,14 years,Labrador Retriever Mix,Black/White
7500,Duck,11/10/15 8:59,NA,NA,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
7501,Swiffer,1/9/14 17:02,NA,NA,Cat,Neutered Male,8 years,Siamese Mix,Chocolate Point
7502,Esperanza,10/15/13 18:02,NA,NA,Dog,Spayed Female,6 years,Maltese Mix,White
7503,Sweet Pea,2/5/16 18:32,NA,NA,Dog,Spayed Female,1 month,Australian Shepherd Mix,White/Tan
7504,NA,8/25/14 19:09,NA,NA,Cat,Intact Male,7 months,Domestic Shorthair Mix,Blue Tabby
7505,Snuffy,12/5/13 19:09,NA,NA,Dog,Neutered Male,2 years,Basset Hound/Australian Shepherd,Yellow/White
7506,NA,10/18/14 16:19,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
7507,Klaus,10/18/13 13:15,NA,NA,Cat,Neutered Male,2 years,Snowshoe Mix,Seal Point
7508,Lucy,8/19/15 16:53,NA,NA,Cat,Spayed Female,3 years,Domestic Shorthair Mix,White/Brown Tabby
7509,Molly,6/29/14 11:11,NA,NA,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White
7510,NA,6/28/14 13:34,NA,NA,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
7511,Athena,7/25/15 15:16,NA,NA,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/Brown Tabby
7512,NA,1/29/16 18:53,NA,NA,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Tortie
7513,King,6/28/15 17:37,NA,NA,Dog,Neutered Male,1 year,Labrador Retriever Mix,Yellow
7514,Zeus,11/4/13 15:23,NA,NA,Dog,Neutered Male,1 year,German Shepherd,Brown/Black
7515,Rosita,9/13/15 18:50,NA,NA,Dog,Spayed Female,1 year,Dachshund Wirehair Mix,Gray
7516,Charlie,6/9/14 18:58,NA,NA,Dog,Spayed Female,2 years,Australian Cattle Dog/Boston Terrier,Black/Brown
7517,Gus,2/12/15 11:40,NA,NA,Dog,Neutered Male,3 years,Australian Cattle Dog Mix,Red Tick
7518,Faith,1/13/16 0:00,NA,NA,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Tricolor
7519,NA,2/21/16 17:42,NA,NA,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Brown
7520,Maxwell,11/17/15 18:38,NA,NA,Dog,Neutered Male,2 months,Labrador Retriever Mix,Chocolate/White
7521,Opie,2/7/16 17:23,NA,NA,Dog,Neutered Male,1 year,Chinese Sharpei Mix,Brown
7522,NA,10/20/14 9:00,NA,NA,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black Tabby/White
7523,Rob,4/19/14 14:29,NA,NA,Dog,Neutered Male,3 years,Chihuahua Shorthair/Cirneco,Tan/White
7524,Coco,11/19/15 18:56,NA,NA,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Chocolate/White
7525,Silas,12/18/14 14:52,NA,NA,Dog,Intact Male,5 months,Great Pyrenees Mix,White
7526,Jenna,10/24/13 15:46,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
7527,Honey,9/3/14 14:00,NA,NA,Dog,Intact Female,5 months,Pit Bull Mix,Tan/White
7528,Tildee,11/20/13 15:49,NA,NA,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Black
7529,Dreamsicle,8/20/15 16:20,NA,NA,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream Tabby
7530,Stich,3/22/14 18:48,NA,NA,Dog,Neutered Male,1 year,Pit Bull/Pharaoh Hound,Fawn/White
7531,Dorian,12/23/13 18:50,NA,NA,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
7532,Bluebell,11/4/15 14:42,NA,NA,Dog,Intact Female,9 months,Pit Bull Mix,Black Brindle
7533,Peluchin,1/15/14 17:38,NA,NA,Dog,Neutered Male,5 years,Miniature Poodle Mix,White
7534,Rio,12/31/14 11:37,NA,NA,Dog,Neutered Male,2 years,Pit Bull/Weimaraner,Fawn
7535,Garfield,6/14/14 17:44,NA,NA,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
7536,NA,2/10/15 13:31,NA,NA,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange/White
7537,NA,12/15/15 19:04,NA,NA,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
7538,Walter,5/16/15 17:50,NA,NA,Dog,Neutered Male,4 years,Jack Russell Terrier Mix,White/Tan
7539,Nutmeg,1/18/16 12:24,NA,NA,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
7540,NA,2/12/15 17:26,NA,NA,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
7541,NA,4/8/14 18:31,NA,NA,Dog,Neutered Male,1 year,Jack Russell Terrier Mix,White/Brown
7542,Sasha,2/3/14 15:39,NA,NA,Dog,Spayed Female,1 year,Doberman Pinsch Mix,Red/Tan
7543,NA,10/30/15 9:00,NA,NA,Cat,Unknown,6 months,Domestic Shorthair Mix,Black
7544,NA,6/24/15 12:39,NA,NA,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue
7545,Reese,7/12/15 17:44,NA,NA,Dog,Neutered Male,5 years,Australian Kelpie/Miniature Pinscher,Chocolate/Tan
7546,Natasha,1/24/14 11:22,NA,NA,Dog,Spayed Female,12 years,German Shepherd Mix,Cream
7547,Lourdez,5/6/14 18:22,NA,NA,Dog,Spayed Female,6 years,Labrador Retriever Mix,Black
7548,NA,6/3/14 17:40,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
7549,NA,9/10/15 13:29,NA,NA,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
7550,NA,6/1/14 17:51,NA,NA,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
7551,George,1/20/14 14:25,NA,NA,Dog,Neutered Male,5 years,Dachshund Mix,Black/Brown
7552,Blitz,4/8/15 17:09,NA,NA,Dog,Neutered Male,7 years,Belgian Malinois,Brown/Black
7553,William,10/18/15 18:01,NA,NA,Dog,Neutered Male,8 years,Dachshund,Black/Tan
7554,Lock,4/1/14 14:39,NA,NA,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Black
7555,Vonnegut,9/28/15 11:55,NA,NA,Dog,Spayed Female,1 year,Basset Hound Mix,Brown/White
7556,Tyler,6/15/14 16:01,NA,NA,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black
7557,NA,3/14/14 17:19,NA,NA,Dog,Neutered Male,2 months,Rat Terrier/Chihuahua Shorthair,White/Chocolate
7558,NA,11/7/14 12:21,NA,NA,Dog,Intact Female,2 months,Australian Cattle Dog Mix,White/Black
7559,NA,10/5/14 17:41,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
7560,George,7/30/14 9:37,NA,NA,Dog,Neutered Male,2 months,German Shepherd Mix,Black/Tan
7561,NA,6/1/14 17:40,NA,NA,Dog,Spayed Female,2 years,Cairn Terrier Mix,White/Buff
7562,Remington,6/18/14 18:16,NA,NA,Dog,Neutered Male,1 year,West Highland Mix,Buff
7563,Nacho,1/18/16 17:51,NA,NA,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
7564,Princecanada,4/4/14 15:52,NA,NA,Dog,Neutered Male,2 years,Chihuahua Shorthair/Dachshund,Brown/Black
7565,NA,6/20/14 18:29,NA,NA,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
7566,Isabella,4/10/15 0:00,NA,NA,Dog,Spayed Female,8 years,Dachshund Mix,Blue Merle/Black
7567,Wasabi,1/20/16 13:30,NA,NA,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black/White
7568,Rafa,11/3/13 19:08,NA,NA,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Silver
7569,Max,6/30/15 18:01,NA,NA,Dog,Neutered Male,1 year,Boxer/Labrador Retriever,Brown Brindle/White
7570,Max,5/5/15 18:39,NA,NA,Dog,Neutered Male,1 year,Shih Tzu/Miniature Schnauzer,White
7571,Josephine,2/15/16 12:14,NA,NA,Dog,Spayed Female,7 years,Labrador Retriever Mix,Black/White
7572,Moki,10/12/13 18:02,NA,NA,Dog,Neutered Male,10 months,Chihuahua Shorthair/Dachshund,Black
7573,Domino,11/8/13 17:08,NA,NA,Dog,Neutered Male,5 years,Pit Bull Mix,Black/White
7574,NA,2/4/15 9:00,NA,NA,Cat,Unknown,3 months,Domestic Shorthair Mix,Blue
7575,NA,10/15/13 16:11,NA,NA,Dog,Intact Female,1 month,Australian Kelpie Mix,Tricolor
7576,NA,8/14/15 15:53,NA,NA,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
7577,Bethany,11/12/15 17:23,NA,NA,Dog,Spayed Female,8 months,Pug Mix,White/Brown
7578,Max,5/30/15 10:40,NA,NA,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
7579,NA,1/1/14 9:16,NA,NA,Cat,Intact Female,8 months,Domestic Shorthair Mix,White/Blue Tabby
7580,Bonnie,12/21/13 18:42,NA,NA,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
7581,Franny,8/24/15 18:32,NA,NA,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Torbie
7582,NA,11/9/14 9:00,NA,NA,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
7583,NA,2/1/15 17:11,NA,NA,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
7584,NA,10/3/13 12:27,NA,NA,Cat,Intact Female,10 months,Domestic Shorthair Mix,Black/White
7585,NA,5/4/14 18:11,NA,NA,Dog,Spayed Female,2 months,Cairn Terrier Mix,Cream
7586,Binkey,4/11/15 14:50,NA,NA,Dog,Spayed Female,2 months,Rottweiler Mix,Black/Brown
7587,NA,12/27/13 16:44,NA,NA,Dog,Neutered Male,2 years,Labrador Retriever/German Shepherd,Black/Brown
7588,NA,1/24/15 18:55,NA,NA,Dog,Neutered Male,1 year,Chihuahua Shorthair/Dachshund,Brown
7589,NA,4/16/14 13:03,NA,NA,Dog,Spayed Female,2 months,Maltese,White
7590,Carmelita,7/16/15 15:26,NA,NA,Dog,Intact Female,4 months,Chihuahua Shorthair Mix,White
7591,Fiona,3/15/14 17:49,NA,NA,Cat,Intact Female,3 years,Domestic Shorthair Mix,Brown Tabby
7592,Jenna,9/13/14 14:42,NA,NA,Dog,Spayed Female,1 year,German Shorthair Pointer Mix,White/Black
7593,NA,1/5/14 15:11,NA,NA,Dog,Intact Female,2 days,Pit Bull Mix,Blue/White
7594,Hunter,6/12/15 13:50,NA,NA,Dog,Neutered Male,2 years,Rat Terrier Mix,White/Black
7595,NA,3/24/15 9:00,NA,NA,Cat,Intact Female,3 years,Domestic Shorthair Mix,Brown Tabby
7596,Red,5/30/14 17:24,NA,NA,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White
7597,NA,5/17/15 9:00,NA,NA,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Blue Tabby
7598,Diego,8/4/15 17:31,NA,NA,Dog,Neutered Male,5 years,Labrador Retriever/German Shepherd,Yellow/White
7599,NA,7/1/15 18:46,NA,NA,Dog,Spayed Female,3 months,Beagle/Harrier,Brown/White
7600,NA,12/10/15 11:56,NA,NA,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Lynx Point
7601,Reno,11/9/14 14:37,NA,NA,Dog,Intact Male,2 years,Pit Bull Mix,Red/White
7602,Shelby,7/31/14 12:08,NA,NA,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black/White
7603,NA,10/21/14 10:29,NA,NA,Cat,Neutered Male,2 years,Himalayan Mix,Lilac Point
7604,O'Malley,8/6/14 18:29,NA,NA,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
7605,Hati,11/19/15 17:15,NA,NA,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby
7606,NA,10/20/15 17:15,NA,NA,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Black/White
7607,Polly,10/17/14 11:26,NA,NA,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Black
7608,NA,5/31/14 11:21,NA,NA,Dog,Intact Male,2 days,Labrador Retriever Mix,Black/White
7609,Babie,4/14/15 17:40,NA,NA,Dog,Spayed Female,7 years,Pit Bull,Brown/White
7610,Charlie,7/16/15 18:12,NA,NA,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
7611,Benji,3/2/14 11:30,NA,NA,Dog,Neutered Male,4 years,Yorkshire Terrier Mix,Blue/Tan
7612,Cujo,12/6/13 14:34,NA,NA,Dog,Intact Female,13 years,German Shepherd/Labrador Retriever,Tan/Black
7613,Axel,8/20/14 17:48,NA,NA,Dog,Intact Male,2 years,Pit Bull Mix,Black
7614,Amelia,8/6/14 15:10,NA,NA,Dog,Spayed Female,10 months,Rat Terrier,Tricolor
7615,NA,5/25/15 13:14,NA,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
7616,Dahlia,5/7/14 14:44,NA,NA,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie/Orange
7617,Branson,8/12/15 14:56,NA,NA,Cat,Neutered Male,4 months,Domestic Shorthair Mix,White/Blue Tabby
7618,NA,8/10/15 17:44,NA,NA,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Tortie
7619,NA,3/16/14 14:52,NA,NA,Dog,Neutered Male,3 years,Yorkshire Terrier Mix,Tan
7620,Chloe,5/24/15 17:59,NA,NA,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Brown
7621,Delilah,7/15/14 14:00,NA,NA,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Merle/White
7622,NA,2/23/15 9:00,NA,NA,Cat,Neutered Male,2 years,Domestic Longhair Mix,White/Black
7623,Vince,12/22/13 12:56,NA,NA,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby
7624,Gibson,3/10/15 15:00,NA,NA,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
7625,Chin-Chin,5/20/14 11:11,NA,NA,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Black/White
7626,Sailor,1/17/14 12:02,NA,NA,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Cream Tabby
7627,NA,2/19/16 18:31,NA,NA,Cat,Intact Female,NA,Domestic Shorthair Mix,Tortie
7628,Gunner,11/30/14 13:29,NA,NA,Dog,Neutered Male,7 years,Rottweiler Mix,Black/Brown
7629,Lenny,2/15/16 0:00,NA,NA,Dog,Neutered Male,1 year,Staffordshire Mix,Blue/White
7630,Rifle,10/28/13 11:13,NA,NA,Dog,Neutered Male,8 years,Rat Terrier Mix,Tricolor
7631,Lesser,12/24/13 11:13,NA,NA,Dog,Neutered Male,4 years,Labrador Retriever Mix,Yellow
7632,Winne,10/25/13 17:43,NA,NA,Dog,Spayed Female,2 years,Australian Shepherd Mix,Blue Merle
7633,Parry,7/14/15 12:22,NA,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
7634,Samantha,12/23/15 17:04,NA,NA,Dog,Spayed Female,2 years,Boxer/Labrador Retriever,Black
7635,Roy,10/18/15 16:58,NA,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
7636,Edgar,9/26/15 17:02,NA,NA,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
7637,NA,5/8/14 18:37,NA,NA,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Orange Tabby
7638,Sebastian,9/26/14 12:10,NA,NA,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Silver/Tan
7639,NA,1/16/15 16:32,NA,NA,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,Red/White
7640,Buddy,9/29/14 16:27,NA,NA,Dog,Neutered Male,6 years,Siberian Husky,Gray/White
7641,NA,10/2/13 23:56,NA,NA,Cat,Intact Female,2 years,Domestic Longhair Mix,Brown Tabby
7642,Phoebe,7/19/15 17:48,NA,NA,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Cream Tabby
7643,NA,6/9/14 19:15,NA,NA,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
7644,Mabel,5/23/15 13:38,NA,NA,Dog,Spayed Female,1 year,Border Collie Mix,Black/White
7645,Rosie,7/5/15 11:49,NA,NA,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
7646,Joy,6/30/14 10:51,NA,NA,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
7647,Willow,7/2/14 14:41,NA,NA,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Orange Tabby/White
7648,Wolfy,10/17/15 12:38,NA,NA,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
7649,NA,8/26/15 13:25,NA,NA,Cat,Intact Male,4 days,Domestic Shorthair Mix,White/Black
7650,Raven,10/12/13 18:01,NA,NA,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black
7651,NA,6/27/14 11:54,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
7652,NA,8/11/14 16:36,NA,NA,Cat,Intact Female,8 years,Domestic Shorthair Mix,White/Black
7653,Jackson,10/18/15 19:14,NA,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
7654,Dixon,2/14/15 13:53,NA,NA,Dog,Neutered Male,4 years,American Staffordshire Terrier Mix,Black/White
7655,NA,5/5/14 15:04,NA,NA,Dog,Spayed Female,7 months,Great Pyrenees Mix,White
7656,Twyla,12/7/14 16:00,NA,NA,Dog,Spayed Female,1 year,Boxer/Pit Bull,Tricolor
7657,NA,8/30/14 16:03,NA,NA,Dog,Spayed Female,8 years,Miniature Poodle Mix,Cream
7658,NA,6/29/14 17:44,NA,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby/White
7659,NA,11/1/15 19:16,NA,NA,Cat,Spayed Female,2 years,Siamese Mix,Chocolate Point
7660,Jasmine,4/20/15 16:38,NA,NA,Dog,Intact Female,1 year,Labrador Retriever Mix,Black
7661,NA,11/25/15 19:32,NA,NA,Cat,Intact Female,8 months,Domestic Shorthair Mix,Calico/White
7662,NA,10/22/14 16:23,NA,NA,Dog,Neutered Male,1 month,Golden Retriever Mix,Brown
7663,NA,3/19/14 15:43,NA,NA,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
7664,Jameson,11/27/13 17:47,NA,NA,Dog,Neutered Male,3 years,Cairn Terrier Mix,Cream
7665,Trudy,11/1/14 15:17,NA,NA,Dog,Spayed Female,1 year,Catahoula Mix,Tricolor
7666,Ashes,10/15/15 7:56,NA,NA,Dog,Spayed Female,2 years,Pit Bull Mix,Blue Tiger/White
7667,Paula,11/29/14 11:27,NA,NA,Cat,Intact Female,7 months,Domestic Shorthair Mix,Brown Tabby
7668,NA,10/10/15 13:55,NA,NA,Dog,Intact Male,8 months,Field Spaniel Mix,Black
7669,Cole,6/22/14 16:45,NA,NA,Dog,Neutered Male,1 year,Pit Bull/Chinese Sharpei,Tan/White
7670,NA,1/15/14 16:13,NA,NA,Cat,Neutered Male,4 months,Russian Blue Mix,Blue
7671,Zoe,8/2/14 14:39,NA,NA,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White
7672,Blue Bell,9/3/14 16:15,NA,NA,Dog,Spayed Female,8 years,Australian Cattle Dog Mix,Blue Tick/Tan
7673,NA,10/4/14 11:10,NA,NA,Dog,Neutered Male,8 months,Pit Bull Mix,White/Chocolate
7674,Mocha,6/28/15 15:44,NA,NA,Cat,Neutered Male,10 years,Siamese Mix,Lynx Point
7675,Carol,8/6/14 14:22,NA,NA,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
7676,NA,9/2/15 15:31,NA,NA,Dog,Neutered Male,1 year,Basset Hound Mix,Tan/White
7677,NA,7/1/14 15:34,NA,NA,Dog,Spayed Female,3 years,German Shepherd Mix,Black/White
7678,Quorra,9/20/15 17:55,NA,NA,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby/White
7679,Chocolate,3/12/14 17:21,NA,NA,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown/Brown
7680,Isiaiah,4/16/14 17:19,NA,NA,Dog,Neutered Male,4 years,Miniature Schnauzer/Pug,White
7681,Jasmine,5/1/14 15:42,NA,NA,Dog,Spayed Female,8 years,Rat Terrier Mix,White/Black
7682,Bran,6/29/14 13:47,NA,NA,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby/White
7683,NA,5/31/15 17:12,NA,NA,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby
7684,Ryder,10/25/14 13:52,NA,NA,Dog,Neutered Male,2 years,Catahoula/Great Dane,Blue Merle
7685,Mindy,4/29/14 14:44,NA,NA,Dog,Spayed Female,4 years,Yorkshire Terrier Mix,Gray/Tan
7686,Chiquita,4/7/14 14:46,NA,NA,Dog,Spayed Female,7 years,Rottweiler Mix,Black/Brown
7687,Mister,3/25/15 13:06,NA,NA,Dog,Neutered Male,3 years,American Bulldog Mix,White/Tan
